
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:37,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:38,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:39,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:40,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:41,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:42,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:43,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:44,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:45,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:46,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:47,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:48,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:49,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:50,01/03/2024,Present
None,None,None,None,01:14:51,01/03/2024,Present
None,None,None,None,01:17:44,01/03/2024,Present
None,None,None,None,01:17:44,01/03/2024,Present
None,None,None,None,01:17:44,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:45,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:46,01/03/2024,Present
None,None,None,None,01:17:47,01/03/2024,Present
None,None,None,None,01:17:47,01/03/2024,Present
None,None,None,None,01:17:47,01/03/2024,Present
None,None,None,None,01:17:47,01/03/2024,Present
None,None,None,None,01:17:47,01/03/2024,Present
None,None,None,None,01:17:48,01/03/2024,Present
None,None,None,None,01:17:48,01/03/2024,Present
None,None,None,None,01:17:48,01/03/2024,Present
None,None,None,None,01:17:48,01/03/2024,Present
None,None,None,None,01:17:48,01/03/2024,Present
None,None,None,None,01:17:49,01/03/2024,Present
None,None,None,None,01:17:49,01/03/2024,Present
None,None,None,None,01:17:49,01/03/2024,Present
None,None,None,None,01:17:49,01/03/2024,Present
None,None,None,None,01:17:49,01/03/2024,Present
None,None,None,None,01:17:50,01/03/2024,Present
None,None,None,None,01:17:50,01/03/2024,Present
None,None,None,None,01:17:50,01/03/2024,Present
None,None,None,None,01:17:51,01/03/2024,Present
None,None,None,None,01:17:51,01/03/2024,Present
None,None,None,None,01:17:52,01/03/2024,Present
None,None,None,None,01:17:52,01/03/2024,Present
None,None,None,None,01:17:52,01/03/2024,Present
None,None,None,None,01:17:52,01/03/2024,Present
None,None,None,None,01:17:52,01/03/2024,Present
None,None,None,None,01:17:54,01/03/2024,Present
None,None,None,None,01:18:12,01/03/2024,Present
None,None,None,None,01:18:13,01/03/2024,Present
None,None,None,None,01:18:13,01/03/2024,Present
None,None,None,None,01:18:13,01/03/2024,Present
None,None,None,None,01:18:13,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:56,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:57,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:58,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:21:59,01/03/2024,Present
None,None,None,None,01:22:00,01/03/2024,Present
None,None,None,None,01:22:00,01/03/2024,Present
None,None,None,None,01:22:00,01/03/2024,Present
None,None,None,None,01:22:00,01/03/2024,Present
None,None,None,None,01:22:01,01/03/2024,Present
None,None,None,None,01:22:01,01/03/2024,Present
None,None,None,None,09:31:16,01/03/2024,Present
None,None,None,None,09:31:17,01/03/2024,Present
None,None,None,None,09:31:17,01/03/2024,Present
None,None,None,None,09:31:22,01/03/2024,Present
None,None,None,None,09:31:22,01/03/2024,Present
None,None,None,None,09:31:22,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:24,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:25,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:26,01/03/2024,Present
None,None,None,None,09:31:27,01/03/2024,Present
None,None,None,None,09:31:27,01/03/2024,Present
None,None,None,None,09:31:27,01/03/2024,Present
None,None,None,None,09:31:27,01/03/2024,Present
None,None,None,None,09:31:29,01/03/2024,Present
None,None,None,None,09:31:29,01/03/2024,Present
None,None,None,None,09:31:30,01/03/2024,Present
None,None,None,None,09:31:30,01/03/2024,Present
None,None,None,None,09:31:30,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:31,01/03/2024,Present
None,None,None,None,09:31:32,01/03/2024,Present
None,None,None,None,09:31:33,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:34,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:35,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:36,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:37,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:38,01/03/2024,Present
None,None,None,None,09:31:40,01/03/2024,Present
None,None,None,None,09:31:40,01/03/2024,Present
None,None,None,None,09:31:40,01/03/2024,Present
None,None,None,None,09:31:40,01/03/2024,Present
None,None,None,None,09:31:40,01/03/2024,Present
None,None,None,None,09:31:41,01/03/2024,Present
None,None,None,None,09:31:41,01/03/2024,Present
None,None,None,None,09:31:41,01/03/2024,Present
None,None,None,None,09:31:41,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
None,None,None,None,09:31:42,01/03/2024,Present
